run,step,layer,dim,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
gearnet,0,-1,512,0.4263,0.5398,0.6743,40,none,nan,nan,0,v1,,
baseline,10000,0,512,0.5889,0.7489,0.8871,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,1,512,0.5817,0.7473,0.8821,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,2,512,0.5727,0.7413,0.8766,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,3,512,0.5769,0.7446,0.8786,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,4,512,0.5669,0.7334,0.8662,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,5,512,0.5429,0.7043,0.8401,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,6,512,0.5417,0.7069,0.8425,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,7,512,0.5134,0.6694,0.8056,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,8,512,0.5153,0.6726,0.8036,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,10000,9,512,0.5077,0.6648,0.7911,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000010000-EMA.ckpt,
baseline,20000,0,512,0.5923,0.7562,0.8830,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,1,512,0.6124,0.7862,0.9061,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,2,512,0.5871,0.7614,0.8906,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,3,512,0.5956,0.7610,0.8885,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,4,512,0.5745,0.7375,0.8750,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,5,512,0.5535,0.7208,0.8518,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,6,512,0.5481,0.7082,0.8461,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,7,512,0.5440,0.6977,0.8286,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
baseline,20000,8,512,0.5128,0.6624,0.7996,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
